alpha,cost
0.0,10186.666666666666
0.1,11146.333333333334
0.2,11738.333333333334
0.30000000000000004,11926.333333333334
0.4,12039.666666666666
0.5,12144.333333333334
0.6000000000000001,12027.666666666666
0.7000000000000001,12083.333333333334
0.8,12063.0
0.9,12118.666666666666
